Time, Accel_x, Accel_y, Accel_z, Gyr_x, Gyr_y, Gyr_z, Label
33:0:72, -1.16, 0.58, 0.35, -29.12, -22.26, -79.94
33:0:72, -1.08, 0.45, 0.33, -17.57, -12.39, -71.89
33:0:72, -1.09, 0.38, 0.25, -35.56, -48.79, -73.85
33:0:72, -0.90, 0.33, 0.42, -47.32, -42.35, -64.40
33:0:72, -0.98, -0.08, 0.46, -63.70, -44.31, -41.37
33:0:72, -0.61, 0.06, 0.27, -68.95, -50.82, -54.88
33:0:72, -0.50, 0.03, 0.42, -120.47, -82.88, -93.59
33:0:72, -0.61, -0.91, 0.41, -228.06, -79.94, -71.19
33:0:72, -0.87, 0.49, 0.63, -141.19, -151.20, -116.27
33:0:72, -0.52, -0.01, 0.26, -123.69, -140.84, -48.09
33:0:72, -1.27, 0.39, 0.74, -130.55, -171.08, -65.94
33:0:72, -0.75, 0.09, 0.75, -134.75, -136.50, -80.29
33:0:72, -0.78, -0.24, 0.73, -97.79, -77.21, -62.09
33:0:72, -0.58, -0.31, 0.29, -67.34, -87.64, -90.30
33:0:72, -0.38, -0.27, -0.22, -122.36, -176.82, -96.88
33:0:72, -0.26, -0.07, -0.62, -113.54, -360.99, -91.14
33:0:72, -0.76, -0.16, 0.81, 81.13, -282.03, -50.75
33:0:72, -1.42, 0.41, 0.60, 25.06, -115.29, -81.83
33:0:72, -1.44, 0.07, 0.60, 13.72, 37.38, -95.41
33:0:72, -0.68, -0.10, 0.53, -50.05, 199.22, -78.54
33:0:72, -0.98, -0.05, 0.58, -37.94, 293.30, 10.43
33:0:72, -1.47, 0.20, 0.73, -73.92, 305.48, -36.89
33:0:72, -0.58, -0.11, 0.77, -126.63, 396.83, -109.41
33:0:72, -0.48, -0.46, 0.48, -231.07, 443.73, -91.28
33:0:72, -0.70, -0.39, 0.10, -259.28, 421.47, -15.26
33:0:72, -0.33, -0.57, 0.38, -75.11, 460.32, -17.50
33:0:72, -0.42, 0.14, 0.15, 300.93, 477.96, -136.43
33:0:72, -1.52, 1.45, 0.23, 188.79, 289.10, -349.93
33:0:72, -1.92, 1.28, 0.41, 14.56, 97.65, -544.18
33:0:72, -1.62, 0.66, 0.23, -21.77, 32.41, -513.24
33:0:72, -2.41, -2.46, -0.05, -36.47, 20.51, -73.01
33:0:72, -1.89, -0.94, -0.28, 16.24, -5.32, 53.76
33:0:72, -0.97, -0.28, 0.02, -7.35, -14.42, 45.78
33:0:72, -1.06, -0.72, 0.02, -26.74, -27.93, 46.27
33:0:72, -0.87, -0.38, -0.06, -27.58, -56.35, 8.82
33:0:72, -0.97, -0.25, -0.26, -59.36, -105.63, -5.53
33:0:72, -1.19, -0.25, -0.41, -81.27, -172.69, -0.35
33:0:72, -1.25, -0.57, 0.24, 31.36, -155.12, 17.85
33:0:72, -1.43, -0.07, 1.42, 87.99, -17.22, 31.71
33:0:72, -1.00, 0.03, 0.51, -61.67, -0.77, 16.66
33:0:72, -1.19, -0.30, -0.20, -33.04, -56.70, 36.33
33:0:72, -1.14, -0.35, 0.19, 28.77, -85.96, 42.63
33:0:72, -1.17, -0.29, 0.43, 43.12, -53.48, 26.18
33:0:72, -1.22, -0.49, 0.32, 63.35, -17.36, -27.51
33:0:72, -0.96, -0.41, 0.33, 10.29, 1.54, -68.88
33:0:72, -0.65, -0.79, -0.00, -82.53, -22.61, -83.58
33:0:72, -0.60, -1.17, -0.17, -101.92, -55.44, -31.64
33:0:72, -0.66, -0.86, 0.27, -162.05, -51.73, -1.26
33:0:72, -0.59, -0.84, 0.27, -135.24, -11.76, 19.11
33:0:72, -0.49, -0.60, 0.20, -104.79, 5.60, 19.74
33:0:72, -0.48, -0.60, 0.28, -72.45, 2.80, 4.62
33:0:72, -0.75, -0.45, 0.31, -58.10, 10.64, 0.00
33:0:72, -0.76, -0.46, 0.25, -17.92, 29.40, -22.40
33:0:72, -0.87, -0.36, 0.31, 35.28, 37.10, -69.93
33:0:72, -1.04, -0.17, 0.14, 74.90, 24.78, -59.64
33:0:72, -1.00, -0.11, 0.17, 114.24, 32.69, -38.78
33:0:72, -1.10, -0.07, 0.28, 76.93, 28.14, 9.24
33:0:72, -1.15, -0.14, 0.31, 39.83, -11.41, 47.81
33:0:72, -1.15, -0.11, 0.37, 17.43, -45.99, 66.50
33:0:72, -1.16, -0.72, 0.22, 32.13, -60.48, 113.68
33:0:72, -1.16, -0.24, 0.37, 26.25, -78.54, 98.00
33:0:72, -1.14, -0.43, 0.48, 6.09, -84.28, 73.78
33:0:72, -1.22, -0.49, 0.47, 0.70, -98.84, 53.13
33:0:72, -1.12, -0.33, 0.59, -32.41, -118.02, 66.43
33:0:72, -1.18, -0.23, 0.61, -48.02, -131.25, 71.75
33:0:72, -1.20, -0.11, 0.52, -51.80, -150.71, 60.13
33:0:72, -1.08, -0.32, 0.45, -1.19, -129.92, 93.52
33:0:72, -1.34, -0.40, 0.19, 100.80, -80.36, 114.17
33:0:72, -1.05, -0.42, 0.41, 126.42, -74.69, 124.74
33:0:72, -0.72, -0.13, 0.37, 83.30, -75.11, 68.46
